LineId,Process,Content,EventId,EventTemplate,ParameterList,Timestamp
379,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:16
380,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:16
381,dnsmasq[3468],query[PTR] 174.131.19.172.in-addr.arpa from 172.19.130.4,006ad4fc,query[PTR] <*>.in-addr.arpa from <*>,"['174.131.19.172', '172.19.130.4']",2022/01/24 03:57:17
382,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:17
383,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:17
384,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:17
385,dnsmasq[3468],reply 172.19.131.174 is vpn.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.smith.russellmitchell.com']",2022/01/24 03:57:17
386,dnsmasq[3468],reply 172.19.131.174 is vpn.dmz.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.dmz.smith.russellmitchell.com']",2022/01/24 03:57:17
387,dnsmasq[3468],query[AAAA] vpn.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:17
388,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:17
389,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:17
390,dnsmasq[3468],reply vpn.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:17
391,dnsmasq[3468],query[A] vpn.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:17
392,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:17
393,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:17
394,dnsmasq[3468],reply vpn.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:17
395,dnsmasq[3468],query[AAAA] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:17
396,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:17
397,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:17
398,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:17
399,dnsmasq[3468],query[A] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:17
400,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:17
401,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:17
402,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:17
403,dnsmasq[3468],query[PTR] 174.131.19.172.in-addr.arpa from 172.19.130.4,006ad4fc,query[PTR] <*>.in-addr.arpa from <*>,"['174.131.19.172', '172.19.130.4']",2022/01/24 03:57:17
404,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:17
405,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:17
406,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:17
407,dnsmasq[3468],reply 172.19.131.174 is vpn.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.smith.russellmitchell.com']",2022/01/24 03:57:17
408,dnsmasq[3468],reply 172.19.131.174 is vpn.dmz.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.dmz.smith.russellmitchell.com']",2022/01/24 03:57:17
409,dnsmasq[3468],query[AAAA] vpn.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:17
410,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:17
411,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:17
412,dnsmasq[3468],reply vpn.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:17
413,dnsmasq[3468],query[A] vpn.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:17
414,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:17
415,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:17
416,dnsmasq[3468],reply vpn.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:17
417,dnsmasq[3468],query[AAAA] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:17
418,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:17
419,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:17
420,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:17
421,dnsmasq[3468],query[A] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:17
422,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:17
423,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:17
424,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:17
425,dnsmasq[3468],query[PTR] 174.131.19.172.in-addr.arpa from 172.19.130.4,006ad4fc,query[PTR] <*>.in-addr.arpa from <*>,"['174.131.19.172', '172.19.130.4']",2022/01/24 03:57:17
426,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:17
427,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:17
428,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:17
429,dnsmasq[3468],reply 172.19.131.174 is vpn.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.smith.russellmitchell.com']",2022/01/24 03:57:17
430,dnsmasq[3468],reply 172.19.131.174 is vpn.dmz.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.dmz.smith.russellmitchell.com']",2022/01/24 03:57:17
431,dnsmasq[3468],query[AAAA] vpn.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:17
432,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:17
433,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:17
434,dnsmasq[3468],reply vpn.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:17
435,dnsmasq[3468],query[A] vpn.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:17
436,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:17
437,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:17
438,dnsmasq[3468],reply vpn.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:17
439,dnsmasq[3468],query[AAAA] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:17
440,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:17
441,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:17
442,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:17
443,dnsmasq[3468],query[A] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:17
444,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:17
445,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:17
446,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:17
447,dnsmasq[3468],query[A] intranet.smith.russellmitchell.com from 172.19.131.174,40f8343b,query[A] <*> from <*>,"['intranet.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:26
448,dnsmasq[3468],forwarded intranet.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['intranet.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:26
449,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:26
450,dnsmasq[3468],reply intranet.smith.russellmitchell.com is 10.143.2.4,a1c209ec,reply <*> is <*>,"['intranet.smith.russellmitchell.com', '10.143.2.4']",2022/01/24 03:57:26
451,dnsmasq[3468],query[AAAA] intranet.smith.russellmitchell.com from 172.19.131.174,1c20f0f3,query[AAAA] <*> from <*>,"['intranet.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:26
452,dnsmasq[3468],forwarded intranet.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['intranet.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:26
453,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:26
454,dnsmasq[3468],reply intranet.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['intranet.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:26
455,dnsmasq[3468],query[A] 3x6-.445-.iDR71XK9F1R57vvzg*G1WIHCsK4qYyakpm-.CiAiKnPaeQkj51dgDqkTj9oRUL/wSaZ/wJ-.FoLGTZWAp7yB1twcb3LSOi09P8HMZ29V7b-.l8F4XwZN2jZ54JokPqjc5jgZLMU56rRFsF-.payroll_2019.xlsx.email-19.kennedy-mendoza.info from 10.143.0.103,40f8343b,query[A] <*> from <*>,"['3x6-.445-.iDR71XK9F1R57vvzg*G1WIHCsK4qYyakpm-.CiAiKnPaeQkj51dgDqkTj9oRUL/wSaZ/wJ-.FoLGTZWAp7yB1twcb3LSOi09P8HMZ29V7b-.l8F4XwZN2jZ54JokPqjc5jgZLMU56rRFsF-.payroll_2019.xlsx.email-19.kennedy-mendoza.info', '10.143.0.103']",2022/01/24 03:57:28
456,dnsmasq[3468],forwarded 3x6-.445-.iDR71XK9F1R57vvzg*G1WIHCsK4qYyakpm-.CiAiKnPaeQkj51dgDqkTj9oRUL/wSaZ/wJ-.FoLGTZWAp7yB1twcb3LSOi09P8HMZ29V7b-.l8F4XwZN2jZ54JokPqjc5jgZLMU56rRFsF-.payroll_2019.xlsx.email-19.kennedy-mendoza.info to 192.168.231.254,bef4b736,forwarded <*> to <*>,"['3x6-.445-.iDR71XK9F1R57vvzg*G1WIHCsK4qYyakpm-.CiAiKnPaeQkj51dgDqkTj9oRUL/wSaZ/wJ-.FoLGTZWAp7yB1twcb3LSOi09P8HMZ29V7b-.l8F4XwZN2jZ54JokPqjc5jgZLMU56rRFsF-.payroll_2019.xlsx.email-19.kennedy-mendoza.info', '192.168.231.254']",2022/01/24 03:57:28
457,dnsmasq[3468],reply 3x6-.445-.iDR71XK9F1R57vvzg*G1WIHCsK4qYyakpm-.CiAiKnPaeQkj51dgDqkTj9oRUL/wSaZ/wJ-.FoLGTZWAp7yB1twcb3LSOi09P8HMZ29V7b-.l8F4XwZN2jZ54JokPqjc5jgZLMU56rRFsF-.payroll_2019.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,a1c209ec,reply <*> is <*>,"['3x6-.445-.iDR71XK9F1R57vvzg*G1WIHCsK4qYyakpm-.CiAiKnPaeQkj51dgDqkTj9oRUL/wSaZ/wJ-.FoLGTZWAp7yB1twcb3LSOi09P8HMZ29V7b-.l8F4XwZN2jZ54JokPqjc5jgZLMU56rRFsF-.payroll_2019.xlsx.email-19.kennedy-mendoza.info', '195.128.194.168']",2022/01/24 03:57:28
458,dnsmasq[3468],query[A] 3x6-.446-.pcgtHxji2L4DJ1a2Skoe45sKSRaAx5SXc7-.UHzUNOkb6ZnT6pCYBx*S0vUOuoSewVx6y2-.N8k*mL4UxvZe*Waah2eWOaS*k4LsO2DbOP-.ZwOAZo106d/xHVkl7fAT94IncgkcVbo7ik-.payroll_2019.xlsx.email-19.kennedy-mendoza.info from 10.143.0.103,40f8343b,query[A] <*> from <*>,"['3x6-.446-.pcgtHxji2L4DJ1a2Skoe45sKSRaAx5SXc7-.UHzUNOkb6ZnT6pCYBx*S0vUOuoSewVx6y2-.N8k*mL4UxvZe*Waah2eWOaS*k4LsO2DbOP-.ZwOAZo106d/xHVkl7fAT94IncgkcVbo7ik-.payroll_2019.xlsx.email-19.kennedy-mendoza.info', '10.143.0.103']",2022/01/24 03:57:45
459,dnsmasq[3468],forwarded 3x6-.446-.pcgtHxji2L4DJ1a2Skoe45sKSRaAx5SXc7-.UHzUNOkb6ZnT6pCYBx*S0vUOuoSewVx6y2-.N8k*mL4UxvZe*Waah2eWOaS*k4LsO2DbOP-.ZwOAZo106d/xHVkl7fAT94IncgkcVbo7ik-.payroll_2019.xlsx.email-19.kennedy-mendoza.info to 192.168.231.254,bef4b736,forwarded <*> to <*>,"['3x6-.446-.pcgtHxji2L4DJ1a2Skoe45sKSRaAx5SXc7-.UHzUNOkb6ZnT6pCYBx*S0vUOuoSewVx6y2-.N8k*mL4UxvZe*Waah2eWOaS*k4LsO2DbOP-.ZwOAZo106d/xHVkl7fAT94IncgkcVbo7ik-.payroll_2019.xlsx.email-19.kennedy-mendoza.info', '192.168.231.254']",2022/01/24 03:57:45
460,dnsmasq[3468],reply 3x6-.446-.pcgtHxji2L4DJ1a2Skoe45sKSRaAx5SXc7-.UHzUNOkb6ZnT6pCYBx*S0vUOuoSewVx6y2-.N8k*mL4UxvZe*Waah2eWOaS*k4LsO2DbOP-.ZwOAZo106d/xHVkl7fAT94IncgkcVbo7ik-.payroll_2019.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,a1c209ec,reply <*> is <*>,"['3x6-.446-.pcgtHxji2L4DJ1a2Skoe45sKSRaAx5SXc7-.UHzUNOkb6ZnT6pCYBx*S0vUOuoSewVx6y2-.N8k*mL4UxvZe*Waah2eWOaS*k4LsO2DbOP-.ZwOAZo106d/xHVkl7fAT94IncgkcVbo7ik-.payroll_2019.xlsx.email-19.kennedy-mendoza.info', '195.128.194.168']",2022/01/24 03:57:45
461,dnsmasq[3468],query[AAAA] data.wpscan.org from 172.19.131.174,1c20f0f3,query[AAAA] <*> from <*>,"['data.wpscan.org', '172.19.131.174']",2022/01/24 03:57:49
462,dnsmasq[3468],forwarded data.wpscan.org to 192.168.231.254,bef4b736,forwarded <*> to <*>,"['data.wpscan.org', '192.168.231.254']",2022/01/24 03:57:49
463,dnsmasq[3468],query[A] data.wpscan.org from 172.19.131.174,40f8343b,query[A] <*> from <*>,"['data.wpscan.org', '172.19.131.174']",2022/01/24 03:57:49
464,dnsmasq[3468],forwarded data.wpscan.org to 192.168.231.254,bef4b736,forwarded <*> to <*>,"['data.wpscan.org', '192.168.231.254']",2022/01/24 03:57:49
465,dnsmasq[3468],reply data.wpscan.org is 104.21.63.114,a1c209ec,reply <*> is <*>,"['data.wpscan.org', '104.21.63.114']",2022/01/24 03:57:49
466,dnsmasq[3468],reply data.wpscan.org is 172.67.145.113,a1c209ec,reply <*> is <*>,"['data.wpscan.org', '172.67.145.113']",2022/01/24 03:57:49
467,dnsmasq[3468],reply data.wpscan.org is 2606:4700:3037::6815:3f72,a1c209ec,reply <*> is <*>,"['data.wpscan.org', '2606:4700:3037::6815:3f72']",2022/01/24 03:57:49
468,dnsmasq[3468],reply data.wpscan.org is 2606:4700:3030::ac43:9171,a1c209ec,reply <*> is <*>,"['data.wpscan.org', '2606:4700:3030::ac43:9171']",2022/01/24 03:57:49
469,dnsmasq[3468],query[A] 3x6-.447-.J7i7*5L14GBvcbCJTjiP9mbCgLI4np7fwo-.7GB4fyW/EQaUuSqLNqPDM9hKsRz8G8j1W0-.lxaqIubjb/jXDTz1xm1XWDO6HvZP7LFMzv-.BCF4*cF7TrhGKPR3DfOFgVi3x9AMGOSRDs-.payroll_2019.xlsx.email-19.kennedy-mendoza.info from 10.143.0.103,40f8343b,query[A] <*> from <*>,"['3x6-.447-.J7i7*5L14GBvcbCJTjiP9mbCgLI4np7fwo-.7GB4fyW/EQaUuSqLNqPDM9hKsRz8G8j1W0-.lxaqIubjb/jXDTz1xm1XWDO6HvZP7LFMzv-.BCF4*cF7TrhGKPR3DfOFgVi3x9AMGOSRDs-.payroll_2019.xlsx.email-19.kennedy-mendoza.info', '10.143.0.103']",2022/01/24 03:58:06
470,dnsmasq[3468],forwarded 3x6-.447-.J7i7*5L14GBvcbCJTjiP9mbCgLI4np7fwo-.7GB4fyW/EQaUuSqLNqPDM9hKsRz8G8j1W0-.lxaqIubjb/jXDTz1xm1XWDO6HvZP7LFMzv-.BCF4*cF7TrhGKPR3DfOFgVi3x9AMGOSRDs-.payroll_2019.xlsx.email-19.kennedy-mendoza.info to 192.168.231.254,bef4b736,forwarded <*> to <*>,"['3x6-.447-.J7i7*5L14GBvcbCJTjiP9mbCgLI4np7fwo-.7GB4fyW/EQaUuSqLNqPDM9hKsRz8G8j1W0-.lxaqIubjb/jXDTz1xm1XWDO6HvZP7LFMzv-.BCF4*cF7TrhGKPR3DfOFgVi3x9AMGOSRDs-.payroll_2019.xlsx.email-19.kennedy-mendoza.info', '192.168.231.254']",2022/01/24 03:58:06
471,dnsmasq[3468],reply 3x6-.447-.J7i7*5L14GBvcbCJTjiP9mbCgLI4np7fwo-.7GB4fyW/EQaUuSqLNqPDM9hKsRz8G8j1W0-.lxaqIubjb/jXDTz1xm1XWDO6HvZP7LFMzv-.BCF4*cF7TrhGKPR3DfOFgVi3x9AMGOSRDs-.payroll_2019.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,a1c209ec,reply <*> is <*>,"['3x6-.447-.J7i7*5L14GBvcbCJTjiP9mbCgLI4np7fwo-.7GB4fyW/EQaUuSqLNqPDM9hKsRz8G8j1W0-.lxaqIubjb/jXDTz1xm1XWDO6HvZP7LFMzv-.BCF4*cF7TrhGKPR3DfOFgVi3x9AMGOSRDs-.payroll_2019.xlsx.email-19.kennedy-mendoza.info', '195.128.194.168']",2022/01/24 03:58:06
472,dnsmasq[3468],query[A] 3x6-.448-.vyxiZ3eQ2ehTQYrtLV195JUjkNmscGQW3E-.W/Ci4zHYqzEc/W3M8sBVSVYUDJEhqW6tSY-.USPjDRFrdjrSzZE1luj*wzHZd*Ih9RuQh3-.7Yeu6eb41YYa2QXJ32d1xHNlfirx6BziS4-.payroll_2019.xlsx.email-19.kennedy-mendoza.info from 10.143.0.103,40f8343b,query[A] <*> from <*>,"['3x6-.448-.vyxiZ3eQ2ehTQYrtLV195JUjkNmscGQW3E-.W/Ci4zHYqzEc/W3M8sBVSVYUDJEhqW6tSY-.USPjDRFrdjrSzZE1luj*wzHZd*Ih9RuQh3-.7Yeu6eb41YYa2QXJ32d1xHNlfirx6BziS4-.payroll_2019.xlsx.email-19.kennedy-mendoza.info', '10.143.0.103']",2022/01/24 03:58:21
473,dnsmasq[3468],forwarded 3x6-.448-.vyxiZ3eQ2ehTQYrtLV195JUjkNmscGQW3E-.W/Ci4zHYqzEc/W3M8sBVSVYUDJEhqW6tSY-.USPjDRFrdjrSzZE1luj*wzHZd*Ih9RuQh3-.7Yeu6eb41YYa2QXJ32d1xHNlfirx6BziS4-.payroll_2019.xlsx.email-19.kennedy-mendoza.info to 192.168.231.254,bef4b736,forwarded <*> to <*>,"['3x6-.448-.vyxiZ3eQ2ehTQYrtLV195JUjkNmscGQW3E-.W/Ci4zHYqzEc/W3M8sBVSVYUDJEhqW6tSY-.USPjDRFrdjrSzZE1luj*wzHZd*Ih9RuQh3-.7Yeu6eb41YYa2QXJ32d1xHNlfirx6BziS4-.payroll_2019.xlsx.email-19.kennedy-mendoza.info', '192.168.231.254']",2022/01/24 03:58:21
474,dnsmasq[3468],reply 3x6-.448-.vyxiZ3eQ2ehTQYrtLV195JUjkNmscGQW3E-.W/Ci4zHYqzEc/W3M8sBVSVYUDJEhqW6tSY-.USPjDRFrdjrSzZE1luj*wzHZd*Ih9RuQh3-.7Yeu6eb41YYa2QXJ32d1xHNlfirx6BziS4-.payroll_2019.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,a1c209ec,reply <*> is <*>,"['3x6-.448-.vyxiZ3eQ2ehTQYrtLV195JUjkNmscGQW3E-.W/Ci4zHYqzEc/W3M8sBVSVYUDJEhqW6tSY-.USPjDRFrdjrSzZE1luj*wzHZd*Ih9RuQh3-.7Yeu6eb41YYa2QXJ32d1xHNlfirx6BziS4-.payroll_2019.xlsx.email-19.kennedy-mendoza.info', '195.128.194.168']",2022/01/24 03:58:21
475,dnsmasq[3468],query[AAAA] mail from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['mail', '172.19.130.4']",2022/01/24 03:58:27
476,dnsmasq[3468],cached mail is NXDOMAIN,2604aa46,cached <*> is <*>,"['mail', 'NXDOMAIN']",2022/01/24 03:58:27
477,dnsmasq[3468],query[A] 3x6-.449-.wZRFcOfQFooYTSUHwbqhOj6xOsWErGiKVj-.Q9G6KWuX9AjS*OOb0iKj12W/sffgSp/VAu-.uwQCru3VwuxYXXnt50*VdHJgdlWcwC2YTw-.JBcGD0BKHiTvbw2Dy7pFHEpB7otJhWMhkb-.payroll_2019.xlsx.email-19.kennedy-mendoza.info from 10.143.0.103,40f8343b,query[A] <*> from <*>,"['3x6-.449-.wZRFcOfQFooYTSUHwbqhOj6xOsWErGiKVj-.Q9G6KWuX9AjS*OOb0iKj12W/sffgSp/VAu-.uwQCru3VwuxYXXnt50*VdHJgdlWcwC2YTw-.JBcGD0BKHiTvbw2Dy7pFHEpB7otJhWMhkb-.payroll_2019.xlsx.email-19.kennedy-mendoza.info', '10.143.0.103']",2022/01/24 03:58:35
