LineId,Type,Timestamp,pid,uid,auid,ses,msg,acct,exe,hostname,addr,terminal,res,old-auid,tty,old-ses,comm,apparmor,operation,profile,name,arch,syscall,success,exit,a0,a1,a2,a3,items,ppid,gid,euid,suid,fsuid,egid,sgid,fsgid,key,proctitle
140,USER_START,2022-01-21 12:17:01,6338,0,0,50,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,CRED_DISP,2022-01-21 12:17:01,6338,0,0,50,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,USER_END,2022-01-21 12:17:01,6338,0,0,50,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,USER_ACCT,2022-01-21 13:17:01,9079,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,CRED_ACQ,2022-01-21 13:17:01,9079,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,LOGIN,2022-01-21 13:17:01,9079,0,0,51,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
146,USER_START,2022-01-21 13:17:01,9079,0,0,51,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,CRED_DISP,2022-01-21 13:17:01,9079,0,0,51,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,USER_END,2022-01-21 13:17:01,9079,0,0,51,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,USER_ACCT,2022-01-21 14:17:01,11762,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,CRED_ACQ,2022-01-21 14:17:01,11762,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,LOGIN,2022-01-21 14:17:01,11762,0,0,52,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
152,USER_START,2022-01-21 14:17:01,11762,0,0,52,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,CRED_DISP,2022-01-21 14:17:01,11762,0,0,52,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,USER_END,2022-01-21 14:17:01,11762,0,0,52,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,USER_ACCT,2022-01-21 15:17:01,14468,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,CRED_ACQ,2022-01-21 15:17:01,14468,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,LOGIN,2022-01-21 15:17:01,14468,0,0,53,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
158,USER_START,2022-01-21 15:17:01,14468,0,0,53,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,CRED_DISP,2022-01-21 15:17:01,14468,0,0,53,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,USER_END,2022-01-21 15:17:01,14468,0,0,53,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,SERVICE_START,2022-01-21 16:06:38,1,0,4294967295,4294967295,unit=motd-news,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
162,SERVICE_STOP,2022-01-21 16:06:38,1,0,4294967295,4294967295,unit=motd-news,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
163,USER_ACCT,2022-01-21 16:17:01,17282,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,CRED_ACQ,2022-01-21 16:17:01,17282,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,LOGIN,2022-01-21 16:17:01,17282,0,0,54,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
166,USER_START,2022-01-21 16:17:01,17282,0,0,54,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,CRED_DISP,2022-01-21 16:17:01,17282,0,0,54,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,USER_END,2022-01-21 16:17:01,17282,0,0,54,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,USER_ACCT,2022-01-21 17:17:01,19971,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,CRED_ACQ,2022-01-21 17:17:01,19971,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,LOGIN,2022-01-21 17:17:01,19971,0,0,55,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
172,USER_START,2022-01-21 17:17:01,19971,0,0,55,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,CRED_DISP,2022-01-21 17:17:02,19971,0,0,55,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,USER_END,2022-01-21 17:17:02,19971,0,0,55,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,USER_ACCT,2022-01-21 18:17:02,22705,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,CRED_ACQ,2022-01-21 18:17:02,22705,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,LOGIN,2022-01-21 18:17:02,22705,0,0,56,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
178,USER_START,2022-01-21 18:17:02,22705,0,0,56,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,CRED_DISP,2022-01-21 18:17:02,22705,0,0,56,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,USER_END,2022-01-21 18:17:02,22705,0,0,56,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,USER_ACCT,2022-01-21 19:17:02,25449,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,CRED_ACQ,2022-01-21 19:17:02,25449,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,LOGIN,2022-01-21 19:17:02,25449,0,0,57,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
184,USER_START,2022-01-21 19:17:02,25449,0,0,57,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,CRED_DISP,2022-01-21 19:17:02,25449,0,0,57,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,USER_END,2022-01-21 19:17:02,25449,0,0,57,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,USER_ACCT,2022-01-21 20:17:02,28154,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,CRED_ACQ,2022-01-21 20:17:02,28154,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,LOGIN,2022-01-21 20:17:02,28154,0,0,58,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
190,USER_START,2022-01-21 20:17:02,28154,0,0,58,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,CRED_DISP,2022-01-21 20:17:02,28154,0,0,58,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,USER_END,2022-01-21 20:17:02,28154,0,0,58,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,USER_ACCT,2022-01-21 21:17:02,30912,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,CRED_ACQ,2022-01-21 21:17:02,30912,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,LOGIN,2022-01-21 21:17:02,30912,0,0,59,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
196,USER_START,2022-01-21 21:17:02,30912,0,0,59,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,CRED_DISP,2022-01-21 21:17:02,30912,0,0,59,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,USER_END,2022-01-21 21:17:02,30912,0,0,59,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,USER_ACCT,2022-01-21 22:17:02,1238,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,CRED_ACQ,2022-01-21 22:17:02,1238,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,LOGIN,2022-01-21 22:17:02,1238,0,0,60,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
202,USER_START,2022-01-21 22:17:02,1238,0,0,60,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,CRED_DISP,2022-01-21 22:17:02,1238,0,0,60,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,USER_END,2022-01-21 22:17:02,1238,0,0,60,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,USER_ACCT,2022-01-21 23:17:02,4028,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,CRED_ACQ,2022-01-21 23:17:02,4028,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,LOGIN,2022-01-21 23:17:02,4028,0,0,61,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
208,USER_START,2022-01-21 23:17:02,4028,0,0,61,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,CRED_DISP,2022-01-21 23:17:02,4028,0,0,61,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,USER_END,2022-01-21 23:17:02,4028,0,0,61,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,USER_ACCT,2022-01-22 00:17:02,6725,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,CRED_ACQ,2022-01-22 00:17:02,6725,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,LOGIN,2022-01-22 00:17:02,6725,0,0,62,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
214,USER_START,2022-01-22 00:17:02,6725,0,0,62,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,CRED_DISP,2022-01-22 00:17:02,6725,0,0,62,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,USER_END,2022-01-22 00:17:02,6725,0,0,62,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,USER_ACCT,2022-01-22 01:17:02,9448,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,CRED_ACQ,2022-01-22 01:17:02,9448,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,LOGIN,2022-01-22 01:17:02,9448,0,0,63,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
220,USER_START,2022-01-22 01:17:02,9448,0,0,63,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,CRED_DISP,2022-01-22 01:17:02,9448,0,0,63,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,USER_END,2022-01-22 01:17:02,9448,0,0,63,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,USER_ACCT,2022-01-22 02:17:02,12161,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,CRED_ACQ,2022-01-22 02:17:02,12161,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,LOGIN,2022-01-22 02:17:02,12161,0,0,64,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
226,USER_START,2022-01-22 02:17:02,12161,0,0,64,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,CRED_DISP,2022-01-22 02:17:02,12161,0,0,64,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,USER_END,2022-01-22 02:17:02,12161,0,0,64,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,USER_ACCT,2022-01-22 03:17:01,14841,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,CRED_ACQ,2022-01-22 03:17:01,14841,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,LOGIN,2022-01-22 03:17:01,14841,0,0,65,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
232,USER_START,2022-01-22 03:17:01,14841,0,0,65,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,CRED_DISP,2022-01-22 03:17:01,14841,0,0,65,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,USER_END,2022-01-22 03:17:01,14841,0,0,65,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,SERVICE_START,2022-01-22 03:31:39,1,0,4294967295,4294967295,unit=motd-news,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
236,SERVICE_STOP,2022-01-22 03:31:39,1,0,4294967295,4294967295,unit=motd-news,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
237,USER_ACCT,2022-01-22 04:17:01,17621,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,CRED_ACQ,2022-01-22 04:17:01,17621,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,LOGIN,2022-01-22 04:17:01,17621,0,0,66,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
240,USER_START,2022-01-22 04:17:01,17621,0,0,66,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,CRED_DISP,2022-01-22 04:17:01,17621,0,0,66,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,USER_END,2022-01-22 04:17:01,17621,0,0,66,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,USER_ACCT,2022-01-22 05:17:01,20400,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,CRED_ACQ,2022-01-22 05:17:01,20400,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,LOGIN,2022-01-22 05:17:01,20400,0,0,67,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
246,USER_START,2022-01-22 05:17:01,20400,0,0,67,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,CRED_DISP,2022-01-22 05:17:01,20400,0,0,67,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,USER_END,2022-01-22 05:17:01,20400,0,0,67,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,SERVICE_START,2022-01-22 05:46:10,1,0,4294967295,4294967295,unit=apt-daily,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
250,SERVICE_STOP,2022-01-22 05:46:10,1,0,4294967295,4294967295,unit=apt-daily,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
251,USER_ACCT,2022-01-22 06:17:01,23650,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,CRED_ACQ,2022-01-22 06:17:01,23650,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,LOGIN,2022-01-22 06:17:01,23650,0,0,68,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
254,USER_START,2022-01-22 06:17:01,23650,0,0,68,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,CRED_DISP,2022-01-22 06:17:01,23650,0,0,68,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,USER_END,2022-01-22 06:17:01,23650,0,0,68,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,USER_ACCT,2022-01-22 06:25:01,24018,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,CRED_ACQ,2022-01-22 06:25:01,24018,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,LOGIN,2022-01-22 06:25:01,24018,0,0,69,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
260,USER_START,2022-01-22 06:25:01,24018,0,0,69,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,CRED_DISP,2022-01-22 06:25:16,24018,0,0,69,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,USER_END,2022-01-22 06:25:16,24018,0,0,69,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,SERVICE_START,2022-01-22 06:28:48,1,0,4294967295,4294967295,unit=apt-daily-upgrade,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
264,SERVICE_STOP,2022-01-22 06:28:48,1,0,4294967295,4294967295,unit=apt-daily-upgrade,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
265,USER_ACCT,2022-01-22 07:07:02,26120,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,CRED_ACQ,2022-01-22 07:07:02,26120,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,LOGIN,2022-01-22 07:07:02,26120,0,0,70,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
268,USER_START,2022-01-22 07:07:02,26120,0,0,70,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,CRED_DISP,2022-01-22 07:07:02,26120,0,0,70,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,USER_END,2022-01-22 07:07:02,26120,0,0,70,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,USER_ACCT,2022-01-22 07:17:02,26583,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,CRED_ACQ,2022-01-22 07:17:02,26583,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,LOGIN,2022-01-22 07:17:02,26583,0,0,71,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
274,USER_START,2022-01-22 07:17:02,26583,0,0,71,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,CRED_DISP,2022-01-22 07:17:02,26583,0,0,71,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,USER_END,2022-01-22 07:17:02,26583,0,0,71,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,USER_ACCT,2022-01-22 08:17:02,29337,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,CRED_ACQ,2022-01-22 08:17:02,29337,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,LOGIN,2022-01-22 08:17:02,29337,0,0,72,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
280,USER_START,2022-01-22 08:17:02,29337,0,0,72,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,CRED_DISP,2022-01-22 08:17:02,29337,0,0,72,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,USER_END,2022-01-22 08:17:02,29337,0,0,72,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,USER_ACCT,2022-01-22 09:17:01,32044,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,CRED_ACQ,2022-01-22 09:17:01,32044,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,LOGIN,2022-01-22 09:17:01,32044,0,0,73,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
286,USER_START,2022-01-22 09:17:01,32044,0,0,73,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,CRED_DISP,2022-01-22 09:17:01,32044,0,0,73,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,USER_END,2022-01-22 09:17:01,32044,0,0,73,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
