LineId,Type,Timestamp,Content,EventId,EventTemplate,ParameterList
158,USER_ACCT,(1643012221.793:2331),"pid=28879 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28879', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
159,CRED_ACQ,(1643012221.793:2332),"pid=28879 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28879', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
160,LOGIN,(1643012221.793:2333),pid=28879 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=322 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=28879', 'ses=322']"
161,USER_START,(1643012221.797:2334),"pid=28879 uid=0 auid=0 ses=322 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28879', 'auid=0', ""ses=322 msg='op=PAM:session_open""]"
162,CRED_DISP,(1643012221.801:2335),"pid=28879 uid=0 auid=0 ses=322 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28879', 'auid=0', ""ses=322 msg='op=PAM:setcred""]"
163,USER_END,(1643012221.801:2336),"pid=28879 uid=0 auid=0 ses=322 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28879', 'auid=0', ""ses=322 msg='op=PAM:session_close""]"
164,USER_ACCT,(1643013541.826:2337),"pid=28888 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28888', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
165,CRED_ACQ,(1643013541.826:2338),"pid=28888 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28888', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
166,LOGIN,(1643013541.826:2339),pid=28888 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=323 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=28888', 'ses=323']"
167,USER_START,(1643013541.830:2340),"pid=28888 uid=0 auid=0 ses=323 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28888', 'auid=0', ""ses=323 msg='op=PAM:session_open""]"
168,CRED_DISP,(1643013541.838:2341),"pid=28888 uid=0 auid=0 ses=323 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28888', 'auid=0', ""ses=323 msg='op=PAM:setcred""]"
169,USER_END,(1643013541.846:2342),"pid=28888 uid=0 auid=0 ses=323 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28888', 'auid=0', ""ses=323 msg='op=PAM:session_close""]"
170,SERVICE_START,(1643013552.826:2343),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
171,SERVICE_STOP,(1643013552.826:2344),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
172,USER_ACCT,(1643015341.876:2345),"pid=28966 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28966', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
173,CRED_ACQ,(1643015341.876:2346),"pid=28966 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28966', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
174,LOGIN,(1643015341.880:2347),pid=28966 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=324 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=28966', 'ses=324']"
175,USER_START,(1643015341.880:2348),"pid=28966 uid=0 auid=0 ses=324 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28966', 'auid=0', ""ses=324 msg='op=PAM:session_open""]"
176,CRED_DISP,(1643015341.884:2349),"pid=28966 uid=0 auid=0 ses=324 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28966', 'auid=0', ""ses=324 msg='op=PAM:setcred""]"
177,USER_END,(1643015341.888:2350),"pid=28966 uid=0 auid=0 ses=324 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28966', 'auid=0', ""ses=324 msg='op=PAM:session_close""]"
178,SERVICE_START,(1643015356.168:2351),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
179,SERVICE_STOP,(1643015356.168:2352),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
180,USER_ACCT,(1643015821.899:2353),"pid=29044 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29044', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
181,CRED_ACQ,(1643015821.903:2354),"pid=29044 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29044', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
182,LOGIN,(1643015821.903:2355),pid=29044 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=325 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=29044', 'ses=325']"
183,USER_START,(1643015821.907:2356),"pid=29044 uid=0 auid=0 ses=325 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29044', 'auid=0', ""ses=325 msg='op=PAM:session_open""]"
184,CRED_DISP,(1643015821.911:2357),"pid=29044 uid=0 auid=0 ses=325 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29044', 'auid=0', ""ses=325 msg='op=PAM:setcred""]"
185,USER_END,(1643015821.915:2358),"pid=29044 uid=0 auid=0 ses=325 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29044', 'auid=0', ""ses=325 msg='op=PAM:session_close""]"
186,USER_ACCT,(1643017141.940:2359),"pid=29052 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29052', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
187,CRED_ACQ,(1643017141.940:2360),"pid=29052 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29052', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
188,LOGIN,(1643017141.940:2361),pid=29052 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=326 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=29052', 'ses=326']"
189,USER_START,(1643017141.944:2362),"pid=29052 uid=0 auid=0 ses=326 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29052', 'auid=0', ""ses=326 msg='op=PAM:session_open""]"
190,CRED_DISP,(1643017141.948:2363),"pid=29052 uid=0 auid=0 ses=326 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29052', 'auid=0', ""ses=326 msg='op=PAM:setcred""]"
191,USER_END,(1643017141.948:2364),"pid=29052 uid=0 auid=0 ses=326 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29052', 'auid=0', ""ses=326 msg='op=PAM:session_close""]"
192,SERVICE_START,(1643017152.624:2365),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
193,SERVICE_STOP,(1643017152.624:2366),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
194,USER_ACCT,(1643018941.971:2367),"pid=29125 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29125', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
195,CRED_ACQ,(1643018941.975:2368),"pid=29125 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29125', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
196,LOGIN,(1643018941.975:2369),pid=29125 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=327 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=29125', 'ses=327']"
197,USER_START,(1643018941.979:2370),"pid=29125 uid=0 auid=0 ses=327 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29125', 'auid=0', ""ses=327 msg='op=PAM:session_open""]"
198,CRED_DISP,(1643018941.983:2371),"pid=29125 uid=0 auid=0 ses=327 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29125', 'auid=0', ""ses=327 msg='op=PAM:setcred""]"
199,USER_END,(1643018941.983:2372),"pid=29125 uid=0 auid=0 ses=327 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29125', 'auid=0', ""ses=327 msg='op=PAM:session_close""]"
200,SERVICE_START,(1643018952.967:2373),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
201,SERVICE_STOP,(1643018952.967:2374),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
202,USER_ACCT,(1643019422.013:2375),"pid=29205 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29205', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
203,CRED_ACQ,(1643019422.017:2376),"pid=29205 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29205', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
204,LOGIN,(1643019422.017:2377),pid=29205 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=328 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=29205', 'ses=328']"
205,USER_START,(1643019422.021:2378),"pid=29205 uid=0 auid=0 ses=328 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29205', 'auid=0', ""ses=328 msg='op=PAM:session_open""]"
206,CRED_DISP,(1643019422.033:2379),"pid=29205 uid=0 auid=0 ses=328 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29205', 'auid=0', ""ses=328 msg='op=PAM:setcred""]"
207,USER_END,(1643019422.033:2380),"pid=29205 uid=0 auid=0 ses=328 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29205', 'auid=0', ""ses=328 msg='op=PAM:session_close""]"
208,USER_ACCT,(1643020741.058:2381),"pid=29213 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29213', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
209,CRED_ACQ,(1643020741.058:2382),"pid=29213 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29213', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
210,LOGIN,(1643020741.062:2383),pid=29213 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=329 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=29213', 'ses=329']"
211,USER_START,(1643020741.062:2384),"pid=29213 uid=0 auid=0 ses=329 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29213', 'auid=0', ""ses=329 msg='op=PAM:session_open""]"
212,CRED_DISP,(1643020741.070:2385),"pid=29213 uid=0 auid=0 ses=329 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29213', 'auid=0', ""ses=329 msg='op=PAM:setcred""]"
213,USER_END,(1643020741.070:2386),"pid=29213 uid=0 auid=0 ses=329 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29213', 'auid=0', ""ses=329 msg='op=PAM:session_close""]"
214,SERVICE_START,(1643020752.626:2387),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
215,SERVICE_STOP,(1643020752.626:2388),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
216,USER_ACCT,(1643022541.094:2389),"pid=29290 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29290', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
217,CRED_ACQ,(1643022541.094:2390),"pid=29290 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29290', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
218,LOGIN,(1643022541.098:2391),pid=29290 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=330 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=29290', 'ses=330']"
219,USER_START,(1643022541.102:2392),"pid=29290 uid=0 auid=0 ses=330 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29290', 'auid=0', ""ses=330 msg='op=PAM:session_open""]"
220,CRED_DISP,(1643022541.106:2393),"pid=29290 uid=0 auid=0 ses=330 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29290', 'auid=0', ""ses=330 msg='op=PAM:setcred""]"
221,USER_END,(1643022541.106:2394),"pid=29290 uid=0 auid=0 ses=330 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29290', 'auid=0', ""ses=330 msg='op=PAM:session_close""]"
222,SERVICE_START,(1643022552.885:2395),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
223,SERVICE_STOP,(1643022552.885:2396),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
224,USER_ACCT,(1643023021.120:2397),"pid=29363 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29363', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
225,CRED_ACQ,(1643023021.124:2398),"pid=29363 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29363', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
226,LOGIN,(1643023021.124:2399),pid=29363 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=331 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=29363', 'ses=331']"
227,USER_START,(1643023021.136:2400),"pid=29363 uid=0 auid=0 ses=331 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29363', 'auid=0', ""ses=331 msg='op=PAM:session_open""]"
