LineId,Type,Timestamp,Content,EventId,EventTemplate,ParameterList
128,USER_ACCT,(1643008141.682:2301),"pid=28626 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28626', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
129,CRED_ACQ,(1643008141.686:2302),"pid=28626 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28626', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
130,LOGIN,(1643008141.686:2303),pid=28626 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=318 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=28626', 'ses=318']"
131,USER_START,(1643008141.690:2304),"pid=28626 uid=0 auid=0 ses=318 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28626', 'auid=0', ""ses=318 msg='op=PAM:session_open""]"
132,CRED_DISP,(1643008141.694:2305),"pid=28626 uid=0 auid=0 ses=318 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28626', 'auid=0', ""ses=318 msg='op=PAM:setcred""]"
133,USER_END,(1643008141.694:2306),"pid=28626 uid=0 auid=0 ses=318 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28626', 'auid=0', ""ses=318 msg='op=PAM:session_close""]"
134,SERVICE_START,(1643008152.618:2307),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
135,SERVICE_STOP,(1643008152.618:2308),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
136,USER_ACCT,(1643008621.712:2309),"pid=28696 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28696', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
137,CRED_ACQ,(1643008621.712:2310),"pid=28696 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28696', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
138,LOGIN,(1643008621.712:2311),pid=28696 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=319 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=28696', 'ses=319']"
139,USER_START,(1643008621.712:2312),"pid=28696 uid=0 auid=0 ses=319 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28696', 'auid=0', ""ses=319 msg='op=PAM:session_open""]"
140,CRED_DISP,(1643008621.720:2313),"pid=28696 uid=0 auid=0 ses=319 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28696', 'auid=0', ""ses=319 msg='op=PAM:setcred""]"
141,USER_END,(1643008621.720:2314),"pid=28696 uid=0 auid=0 ses=319 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28696', 'auid=0', ""ses=319 msg='op=PAM:session_close""]"
142,USER_ACCT,(1643009941.737:2315),"pid=28711 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28711', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
143,CRED_ACQ,(1643009941.741:2316),"pid=28711 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28711', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
144,LOGIN,(1643009941.741:2317),pid=28711 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=320 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=28711', 'ses=320']"
145,USER_START,(1643009941.745:2318),"pid=28711 uid=0 auid=0 ses=320 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28711', 'auid=0', ""ses=320 msg='op=PAM:session_open""]"
146,CRED_DISP,(1643009941.745:2319),"pid=28711 uid=0 auid=0 ses=320 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28711', 'auid=0', ""ses=320 msg='op=PAM:setcred""]"
147,USER_END,(1643009941.749:2320),"pid=28711 uid=0 auid=0 ses=320 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28711', 'auid=0', ""ses=320 msg='op=PAM:session_close""]"
148,SERVICE_START,(1643009952.804:2321),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
149,SERVICE_STOP,(1643009952.804:2322),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
150,USER_ACCT,(1643011741.767:2323),"pid=28795 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28795', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
151,CRED_ACQ,(1643011741.771:2324),"pid=28795 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28795', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
152,LOGIN,(1643011741.771:2325),pid=28795 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=321 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=28795', 'ses=321']"
153,USER_START,(1643011741.775:2326),"pid=28795 uid=0 auid=0 ses=321 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28795', 'auid=0', ""ses=321 msg='op=PAM:session_open""]"
154,CRED_DISP,(1643011741.779:2327),"pid=28795 uid=0 auid=0 ses=321 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28795', 'auid=0', ""ses=321 msg='op=PAM:setcred""]"
155,USER_END,(1643011741.779:2328),"pid=28795 uid=0 auid=0 ses=321 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28795', 'auid=0', ""ses=321 msg='op=PAM:session_close""]"
156,SERVICE_START,(1643011752.771:2329),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
157,SERVICE_STOP,(1643011752.771:2330),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
158,USER_ACCT,(1643012221.793:2331),"pid=28879 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28879', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
159,CRED_ACQ,(1643012221.793:2332),"pid=28879 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28879', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
160,LOGIN,(1643012221.793:2333),pid=28879 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=322 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=28879', 'ses=322']"
161,USER_START,(1643012221.797:2334),"pid=28879 uid=0 auid=0 ses=322 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28879', 'auid=0', ""ses=322 msg='op=PAM:session_open""]"
162,CRED_DISP,(1643012221.801:2335),"pid=28879 uid=0 auid=0 ses=322 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28879', 'auid=0', ""ses=322 msg='op=PAM:setcred""]"
163,USER_END,(1643012221.801:2336),"pid=28879 uid=0 auid=0 ses=322 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28879', 'auid=0', ""ses=322 msg='op=PAM:session_close""]"
164,USER_ACCT,(1643013541.826:2337),"pid=28888 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28888', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
165,CRED_ACQ,(1643013541.826:2338),"pid=28888 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28888', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
166,LOGIN,(1643013541.826:2339),pid=28888 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=323 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=28888', 'ses=323']"
167,USER_START,(1643013541.830:2340),"pid=28888 uid=0 auid=0 ses=323 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28888', 'auid=0', ""ses=323 msg='op=PAM:session_open""]"
168,CRED_DISP,(1643013541.838:2341),"pid=28888 uid=0 auid=0 ses=323 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28888', 'auid=0', ""ses=323 msg='op=PAM:setcred""]"
169,USER_END,(1643013541.846:2342),"pid=28888 uid=0 auid=0 ses=323 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28888', 'auid=0', ""ses=323 msg='op=PAM:session_close""]"
170,SERVICE_START,(1643013552.826:2343),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
171,SERVICE_STOP,(1643013552.826:2344),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
172,USER_ACCT,(1643015341.876:2345),"pid=28966 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28966', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
173,CRED_ACQ,(1643015341.876:2346),"pid=28966 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28966', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
174,LOGIN,(1643015341.880:2347),pid=28966 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=324 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=28966', 'ses=324']"
175,USER_START,(1643015341.880:2348),"pid=28966 uid=0 auid=0 ses=324 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28966', 'auid=0', ""ses=324 msg='op=PAM:session_open""]"
176,CRED_DISP,(1643015341.884:2349),"pid=28966 uid=0 auid=0 ses=324 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28966', 'auid=0', ""ses=324 msg='op=PAM:setcred""]"
177,USER_END,(1643015341.888:2350),"pid=28966 uid=0 auid=0 ses=324 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=28966', 'auid=0', ""ses=324 msg='op=PAM:session_close""]"
178,SERVICE_START,(1643015356.168:2351),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
179,SERVICE_STOP,(1643015356.168:2352),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
180,USER_ACCT,(1643015821.899:2353),"pid=29044 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29044', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
181,CRED_ACQ,(1643015821.903:2354),"pid=29044 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29044', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
182,LOGIN,(1643015821.903:2355),pid=29044 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=325 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=29044', 'ses=325']"
183,USER_START,(1643015821.907:2356),"pid=29044 uid=0 auid=0 ses=325 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29044', 'auid=0', ""ses=325 msg='op=PAM:session_open""]"
184,CRED_DISP,(1643015821.911:2357),"pid=29044 uid=0 auid=0 ses=325 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29044', 'auid=0', ""ses=325 msg='op=PAM:setcred""]"
185,USER_END,(1643015821.915:2358),"pid=29044 uid=0 auid=0 ses=325 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29044', 'auid=0', ""ses=325 msg='op=PAM:session_close""]"
186,USER_ACCT,(1643017141.940:2359),"pid=29052 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29052', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
187,CRED_ACQ,(1643017141.940:2360),"pid=29052 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29052', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
188,LOGIN,(1643017141.940:2361),pid=29052 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=326 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=29052', 'ses=326']"
189,USER_START,(1643017141.944:2362),"pid=29052 uid=0 auid=0 ses=326 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29052', 'auid=0', ""ses=326 msg='op=PAM:session_open""]"
190,CRED_DISP,(1643017141.948:2363),"pid=29052 uid=0 auid=0 ses=326 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29052', 'auid=0', ""ses=326 msg='op=PAM:setcred""]"
191,USER_END,(1643017141.948:2364),"pid=29052 uid=0 auid=0 ses=326 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29052', 'auid=0', ""ses=326 msg='op=PAM:session_close""]"
192,SERVICE_START,(1643017152.624:2365),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
193,SERVICE_STOP,(1643017152.624:2366),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
194,USER_ACCT,(1643018941.971:2367),"pid=29125 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29125', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
195,CRED_ACQ,(1643018941.975:2368),"pid=29125 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29125', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
196,LOGIN,(1643018941.975:2369),pid=29125 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=327 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=29125', 'ses=327']"
197,USER_START,(1643018941.979:2370),"pid=29125 uid=0 auid=0 ses=327 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29125', 'auid=0', ""ses=327 msg='op=PAM:session_open""]"
